ID,Tweet,Sentiment Polarity
13294,say alpha say rjrsva alpha bhagwan alpha targi alpha blasphemi,negative
22916,badhai adarniy modi public chahti kyuki sabko samman dekht,positive
18990,teri maa chodo kutt karachi sindhi boln wale khud jay sindh bolt yakeen nahi,negative
30001,irish standard love translat liter mean heart,neutral
32175,parentsday maa papa hamesha khush,neutral
12593,bilkul ghatiya log abhi enko badalna hoga garib kashmiriyon kharid uns forc patha,neutral
18481,sargun entri ravi sharmaay unk sath super talent aparshakti aay srgmplilchamp sun pm,neutral
22336,sheikh ye serious hamey insai bht pyar,positive
40404,bechar cong dil bheek mangn layak nayi choda desh public italian corrupt parti rahul fakegandhi,negative
7824,mahan mehtaji unk jaisa nahi nahi hote bechar kart,positive
37935,thank much keep qualiti best,positive
24003,dhol also want marri famili inshallah ni karon,positive
48,manaya pradhan mantri mahoday shriman narendra modi pradhanmantri banan hardik badhai tahe,positive
28988,congratul sir khub khub vidhi modi modi sath,positive
27907,ha lagi best gift ever thankyou kara around,positive
40362,kya beti bacho nara diya tha bjp barkhast kiyu nahi kart janta vote deke,negative
18706,anabiya kamal kamina thahra hame subh kitna kharab kharab massag kya follo,neutral
3817,best paul gascoign video ever laugh second cri minut second,positive
1023,ji hind pm sir sir hame sirf visva sirf desh system lagu sakt,positive
23437,jaan syeda leav team mn,neutral
1363,action ni kunki polic mar kahani,negative
19413,swami diya vaktavya pyari tera sehmat bharat puri tera,neutral
3468,priyam itihaa gawah murkho aabadi badi hoti warna sasti pratha wirodh karn,neutral
32098,punish slogan chowkidar chor parti crush ash,negative
4088,janwar kutt sakal teko sirf hindu muslim karna ata ba warna,neutral
30619,delhi mein aaps milunga miln bahut raha manoj mithal batch mechan,positive
25611,wah aagay chutiy expert shoaib malik gaand mein khoon nikal dega archer bounc kare,negative
13474,sale jitna safe yaha kahi jinda nahi paog mandir nonvag raha,negative
28938,bhikh perman solut dhona hoga canal banan hong nahi saal kara maaf kuch nahi milega,negative
18449,sach hindu shikar hote aay hain nahi hone deng jitni awaaz buland,negative
19146,sunoo mein master art,neutral
36181,greenearthcampaign gurmeet rahim dera sacha sauda welfar work,positive
35691,yaar wait day khud parwah nahi kisi cheez,neutral
11582,humar pradhanmantriji bahut bahut shubhkamnay nation good wish bless alway team,positive
11646,sir aapki tarah virat khan hit hain apn saal pehl diya,positive
44243,today thplz pray kid alsomay allah bless bless duniya aakhorahiman,positive
23984,guthliyo,neutral
11737,fata mohabbat alambardar tabl talk karn kahti thi local aukat nahi,negative
37374,kahega anchor baton bjp dil lagti,negative
29355,yogendrayadav looser feel imp actual real peopl india gadh ghaa nahin dalt,negative
31723,shabash pak cricket allah jungli,positive
26758,bodani na ishq na pyar maza king kohli,neutral
9826,namooney vanshavaad matlab nahi kesi bachhon mauka na miley vanshavaad hota,neutral
25210,end galbat ustaaji bahut sohni photo tuhadi love ustaaji,positive
21150,liber modi scare everi muslim world dear mahol puri duniya,negative
44192,happi birthday faizan khush raho namoonay baji krti raho miss,positive
24144,sabka sath sabka vika sabka vishwa vijayi bharat phir baar narendra modi sarkar bjp,positive
16166,madarchod chal nikal chutiya sala behen chod smith cheater raha hain madarchod,negative
41803,kuch nahi spot non vegetarian dont enjoy kill eat kill,negative
16288,hosla tutna nahi chahiyeh chunao jang nahi ekbar nahi sahi lad raho jarur,positive
4747,saeed jummah wida mubarak bless whatev wish ameen,positive
15161,wapa news channel studio apna natak jari rakho kavi kavi nathu odisha nahi chale,negative
33456,happi birthday fatima loyal friend old friend pubg lover mere sath game khali,neutral
5044,mashaallah bothlook good patwari media wali jaltay hain jalkukkar,positive
14136,kuch kaam kya,neutral
19996,samjhao iskobol raha bengal mein ji shri ministri khol dete hain,positive
772,aap bete kabhi galat nahi,neutral
28210,ye imagin potato factori famili ruin countri,negative
32059,tumko phukat aana andolan gaya logo gussa gaya congress,negative
29329,mohad abbb sale paidal chala madarchod pappu gulam hindu rashtra liy tayar hojaaa katu,negative
27484,badhiya song,positive
31383,south industri mein aadmi pure gaaon sath lad leta khud bewakuf movi nahi dekhi jati mujhs,negative
21225,mni sansad sohagpur janta zaroorato dekht aaps maang gayi sohagpur,positive
14284,arey nahi raha resign band karo usk jute chatna,negative
37216,say sorri wrong honest say sorri even right wise say sorr,neutral
3329,mandir ghanti shankh bajan justifi nahi sakt,neutral
26451,ravish face nahi uska content dekho aksar janta real muddo juda rehta,positive
20074,bol dher sari wish jeet liy god bless alway koshi kare hamar north,positive
37670,aimim jindabaad asuddin owaisi sahab jindabaad,negative
26581,jais jahiloon mar jana chahiy zardari nawaz jais,negative
29295,alway contribut best genr develop nation congratul alumni,neutral
13954,tere dubi kharch teri makeup kharch tere mehang design jhore kya,neutral
203,time mein pubg khel,neutral
8859,congratul bahut bahut subhkamnay deepak sahu yuva morcha,positive
37104,mjhe saal hogay know tooter languag waqa life much complex sirf migrain kharab nahin hoti,negative
19119,harsh bilkul sir patel wali reflect shah hume proud apn purvajo,positive
13877,ki jagah news zada import baat hamar desh news ghatna,neutral
8808,delet option hota kisliy kabhi samajh nahi aaya,negative
1494,watch btsatwembley make miss sighhh realli hope bt miss everyday guy,positive
25916,sir kapil sharma show na bharat film pramot karn aog film carod zarur kamayega,neutral
35248,shahid everyon khane zaroorat nahi kuch special person special hoti haina,positive
819,congress gandhi parivar alawa parti prisid kyu nahi bant iska sahi jawab diya,neutral
32938,chup chaap khda hain galti hain ays kutto dono tango bech laat,negative
16921,good luck mil sanjay young friend seen grow eye,positive
37270,futur aisa bright humar cute bach,neutral
16079,johari yahi third best creation god duniya barbaadi rast raha nafrat faila,negative
11983,love sadashivrao bhau want,positive
15091,iamshonali fuck wrong bijaan sunochanda pleas tell tri teach masuma jalal less,negative
31062,keep local jamshedpur gulli mubashir rahman special messag fan jamkekhelo moba,neutral
36214,hamari subhkamnay humari subhechchay aapk sath rajasthan dher,positive
16033,thank bare bhaiya shri kiren rijiju kind word support encourag look forward alway,positive
17237,acha kya destroy bana kuch nahi pakistan destroy countri,negative
29813,grievanc forum bad kholeng caravan discuss apna tax kyu raha gupta,negative
41705,bluff rock teri aukat nahi bhosdik linguist ling nahi tera madar chod chal chutiya,negative
1787,today bday murshid allah give great health work muslim umhh allah unka,positive
25045,happi birthday eomma happi success ais rehna sekci buddhi love jutiya,positive
31115,karta jarur desh kaman sambhaleng ba himmat na hare agar,positive
35237,celebr year friendship veer life oneyearofveerediwed kareenakapoorkhan,neutral
20272,sanjay baaj jo log tumhari asliyat jant phir jate kutto,negative
38353,uska kara nikla raha worri fine,neutral
17360,episod favorit interviewe throughout year catch talk,neutral
26174,good morn sir susama swaraj baideshik mantri banay hamar india bht achi,positive
39282,rajen wish god bless team seen grow scratch dhanya keep rock,positive
24574,happi birthday love life garam greatest husband wish best,positive
16350,chale right well bicth,negative
39050,eyyyi amanecemo chapu ja damo nuestra chala conseguimo compr,neutral
39314,best club world sir ynwa,positive
35527,sharmsaar rashtrwad hemant karkareji jagah pragya thakur chuna accept,negative
13720,bughti video share video media nahi chalay mangal,negative
43230,anshgajbhiy finger dekhi apn khud pichwad dil koi,negative
13388,salmaniaaaa roar day left biggest blockbust year bharat count day thend sti,neutral
23883,neetesh kumar palti mar baba hain log apn swarth liy kuch sakt hain,neutral
17377,perfect answer friend said humesha ach dost rahain gay miss school friend,neutral
29099,shaheer fan yahi lagta erica bohot achi sachhai jealousi nahi competit nahi respect deti,negative
22357,happi happi happi birthday love life bestest thing happen love much,positive
17715,hyder khalid true dont even realis nonsens jhoot pawoun nahin,negative
15278,dhan dhan satguru tera aasra thanku thanku much mere sohn sohn satguru unsusp,neutral
28191,topi drama awam ullu bani liy govt saray wohi puranay chor,negative
1156,news saal nahi bhara congress kost sawal kart tweet duwara majak uran arr,negative
38762,baji confid aapki fan hogyi yaar,positive
10581,uska record check karo director ahmedabad cooper bank wahan scam,negative
255,bahut bahut subhkamnay hope scale new height near futur cabinetannounc,negative
20960,ha good morn vais nhe hogi aapki morn good yaar dhaansu wali,neutral
33954,gener aadhar card banan jantao kitna verif hoti bjp crimin hone chahta,neutral
27808,congress sarkar salo bahut kya atankwad pariwarwad jatiwadi dharmwad,negative
26857,rahul gandhi pakka congressi like woman ruin congress,negative
23847,logo dimag chutiyaap hogaya hain hara dekha nahi pakistan jodh diya,neutral
31537,good initi kaushal esei youth logo inspir,positive
1389,rajneeti maryada bhul desh gand mahol daln praysh rahi,negative
31766,valuetim valuelif good night guru give bless sewa simran,positive
932,filter sitam kuch kadar samajh nahi ata chara hassan filter selction,positive
24692,tri today awesom hope soon india keepitsimpl,positive
20660,love fan fake account gaya,negative
15692,gandhi naam loot khane walo junta nakli gandhi degi jais laat maarkar bhaga,negative
25582,dave yaar kya thing thing fine thik thank wish,positive
15080,jaan word variou mean respect prioriti love care,neutral
41476,love truth band malik jate raho,positive
31667,question kahe pucht opinion direct bete kyun nahi,negative
24368,bachi piec mil rehmat,neutral
27,ye great dialogu also chupk chupk chhaddabeshi except sholay,positive
15350,abey kalay teri maa kadar baithi took seriou arey majak,neutral
4281,gambhir sir salam aapko pari khele like world cup final,positive
4971,tere baap agar rani problem nahi log class padhn bolo nahi,negative
32701,chang desh desh khud diya yhan log sudhar sktr,neutral
42263,modi jitna kheechad uchalog utn kamal kheleng tera aukat,neutral
16485,kisi jhutha bole samajh jana sabs bada jhutha aapki gawahi dekha wais aapk articl,neutral
24085,apn abbu apn hatao doze na khud doze behosh,neutral
8331,three word better love patli gayi iloveeyouuuu propos love fit thursdaythought,neutral
34006,modi yojna liy dekho paribhraman yojna jaha year lound khudai,neutral
20083,three marker challeng beat mom mom english chal,neutral
12029,educ zada educ samna kutta usko sahe jaga excus bolna wali,neutral
34185,bhi sare narendra modi aapko hamari bahut bahut badhai mandir dhara kaam karna,positive
8485,bhasad jayein sale ais bhe kuch sun nahi pate tahe unki wajah desh nation parti,negative
32678,pehla ramzan ji mein load shed bilkul nahi well done,positive
29419,sir boln kaam nahi hoga mata owaisi lagam jaruri desh,neutral
12273,tri reach inch restrict modi lekar pahuchna asaan nahi,positive
30836,hasi phasi fake actual agar hasi phasa harami,negative
20425,vah srkian iss keht gallchodda fanbas khud actor year flop flop diy,negative
23317,khan jayegi bechari mallya nahi raha desh,neutral
18956,tweet pure world cup kaam aayegi,neutral
41414,result aaega ni dimag kharab upper confirm ni,neutral
800,amrann even nice second salam love,neutral
28884,phir logo beef kab food poison hogi waja gay,negative
30041,congress presid done great job come back strongli,positive
44449,pergunt para ministro pont estev espa estev na astronauta pode,neutral
44327,umar happen sometim sojao jagogi feel better,neutral
2264,ironi laundey laundiya minut dhoop khde rehn gaand fat jati log,negative
11704,deshpand varieti pakoda great stand palak pate pakoda great take,positive
35869,amna say happi birthday gurl,positive
6175,watt fake victim card kheln metoo expos,neutral
1079,proud part brilliant commerci releas time great product team includ,positive
20436,test spirit thing work togeth good love lord occult,positive
39447,congress mein paper kaam hota hain jameen scam bjp mein jameen kaam scam sirf,negative
20550,bakchodi world cup condit favour heavli bowl first side,negative
30675,parti mil leke bech apni sale record banan fayda tabhi purani payment clear,negative
12523,nice sir hamar trph bahut bahut hardik subhkamnay dher sarin badhiya bjp modi,positive
6774,dekha tune bola public actual mein dimag lagak sochk vote diya thoda khud akal karo,neutral
18779,akhri lamhaat aapki birthday umid karti hun dekhi raha hoga happi birthday,negative
27380,happi birthday cake kilan kripa kijiy,positive
24927,modi aaps nivedan swachh bharat yojna jaisi pani bcao,neutral
40986,unki chinta choro bata logo khel nikaln shuruaat chuki secular,negative
19084,samarthan new lok dohori song taranath acharya niru,neutral
14318,hindustanki birangana kourav pradhan senapotiko hara diya aapko bahut bahut badhai detahu,positive
28198,problem pay qarza utarna nahi aaega,positive
32985,good decis congress nispaksh hona sikho pehl,positive
24567,koshish guarante ni deta,neutral
24164,beauti,positive
13820,call proper squad train yappi sorri live nahi paya net khatam yaro,neutral
3440,jyada padhna likhna problem either fool mad,negative
28973,transform railway vand bharat express,positive
10707,deshwasi aapa hindu musalman kare british chal safal bana rahe,neutral
33571,ni mjhi zaroorat ni proof dyni yakeen mehrbani ni meri bala na mjhi ni parta,positive
10171,shame zartaj reaction kehti meri sister director nahi sakti poch,negative
1510,pichla saal media ghatna kramank rewind kare dekhiy jabbi vipaksh rule parti niti baar,positive
16293,modi kabinet apka kami hamesha dikhega bahut bahut ach videsh mantri desh,positive
5345,apni movi thori bhul gaya ghatiya aadmi movi poster thok diya audienc,negative
11940,happi birthday pura sorri semalam pukul tidur,positive
1809,bjp garibo parti think everyon congress kisi parti nahi think self,positive
9711,dhan dhan satguru tera aasra morn sohn bless apna khayal rakhna sohn,positive
35468,khan khujliwala sorri angri congress,negative
2249,guy excit realli suprb seduct cool excit watch movi watch,positive
4653,chanda wish think think live think good stuff done thing love,positive
26139,kuch sharam honi chahiy itni kari har tasalle nahi modi bari nahi,negative
16358,yaha cigarett dabbi fati rehti,negative
8298,logo bohot achi liy apna dukan band hote shameless person tarah,negative
22001,hamari demand hamari match baarish honi chahiy,neutral
23856,sinc tweet blow wanna remind love languag receiv love like differen,neutral
31133,video dekha jism manorma raha india baap pakistan jabki haqeeqat pakistan,neutral
12918,entir bless love hawa courtesi thank guy pleas keep good work,positive
25922,sincer agar thik otherwis whoi beizzati sakti,neutral
21359,zyada apni randi pan nh utar bhenchod tera baap teri puri nasal pakistan mil,negative
13245,teri buddh crimin thik khda nahi hota,negative
22815,jate result jane dete sabko vipak hara jarur bhoukega,negative
28577,modi sabhi aapl chokidar hata lekin shriman modi chokidar hatauga lekin aapk shapath,neutral
16115,rais right love correctli love correctli,positive
37060,iss baat nahi banegi nay nay aay hain bahana nahi chalega baar ji,positive
23880,agar padh leti thodi thik na isliy isko troll karna samajh,neutral
20301,minist na dukh dekh although major contributor form govern,neutral
36141,apn suna hoga maa baap karmo bacho bhugtna padta logo,neutral
34545,everyon disagre hor dur russian nazi shit,neutral
29639,kahi apka ishara haramkhor bevichari besaram bhaiya kamina chutiya kalutosh tref nahi,negative
22501,ahoo set inspect singam sath chal na na,neutral
583,apn desh logo thug chala sanjeev kapoor world cup dadkan,negative
42490,design come bayan salah insha allah start place order interest thank hustl plz,neutral
42709,congratul upcom narendra modi advanc modi gay aapki film liy subh,positive
25213,shame holi place bhe polit raha worri syria yemen chines musl,negative
24109,sir aadesh nahi hoga kyunki afser bhagat bjp pithu sarkar gireng,negative
37909,bjp dil bhi unhi bhasha bolta bikau sara midea jisn sirf panch saal kuch nahi modi,neutral
35626,fun game ensu katrina bring laughter riot catch thekapilsharmashow,positive
29313,god feel,neutral
4873,jais sayad mile india best minist forev,positive
9609,gaurav bhakto ullu banaya bada maza aaya sincer modi,neutral
25646,sradhey atal modi sacha rajnitik uttradikari danav taraf suar,positive
16759,date thank come life bhaiyajani allahpak rehmat shabnam aapk gulistaan hayaat humesha bara,positive
39080,good pak armi zindabad jaisay ghadarok sath yahi hona chahiy raw pasi apni armi attack krti,positive
13871,prasad potdar ajinkya bollywood film feel hinduism alway,neutral
44824,life shayad modi bhasan bhul chunav jitn bad diya unh bola,neutral
44113,come onlin day wish happi birthday biggest irondad energi,positive
13215,jahazo jhund sirf maa chod pori india he gayhind whattttttttttt,negative
9098,shahid maqsood na naam na kharab kare,negative
15708,east west best hater rest histori chamch,positive
29778,manmohan modi kuch,negative
27744,ckie omg cool thank eh cute talk,positive
12629,rasta bacha nahi kare vais unh parti growth kya baat,negative
30528,jail sath lekar chalna inh bharosa vote diya usey todnamat shangi,positive
14493,ustaad ghulam nabi unar qalb band hone waja foat jnaza namaz usto bhale dino abaad ada jaegiunar,neutral
17122,thank let part commun share thing learn hope enjoy,neutral
1175,chutiya say someth shame,negative
22907,chawlapreeti thanku much papa save love alot plz kuch acha usk rela,positive
22423,bad khushya old friend,positive
44147,zinda bhutto zinda leader proud bilaw bhutto zardari,positive
21160,ayeshayi aag height fav song mein phool khel kuch tarah heart want want,positive
20189,bjp naresh agarw bjp daftar safai liy rakha modiswearingin swearinginceremoni,neutral
3467,know owaisi well hyderabad,neutral
24677,pray everyon get chanc complet hajj umrah insha allah,positive
4935,mahan modi jeet bahut bahut subhkamnay mahanta liy aag bade,positive
34795,guruji tech talk dekh bana neend nahi ayi,neutral
4315,aapko seat hack mili hogi kais hack krwayi bhaisahab,neutral
28196,sale apn last ultiyan tweet utha dekh jyada makhiyan like retweet nahi,negative
6130,namrata soo good alway teach usual student favorit stori,positive
5578,dsscampaignagainstdrugabus papa mera entranc exam rehmat bahut acha,positive
9460,islam jhaga teri maa behen,negative
35422,mishra second opinion modi bhakton bharosa nahi pata viki tumor dalva,neutral
34491,mat karo mehnat aag need kind peopl,negative
28982,cat made last night find follow,neutral
22091,motiv work hard good imag societi bahut sara paisa,positive
16712,muslim gaand chaat hindu tere jais hindu jay hame pakistani jaro,negative
15059,minakshiji thank excel report draft nagar district tri sound suffer,positive
39629,garibo baat karn wale kutt maut aansu bha rahe kitn garib kutta palt,negative
40044,ah nice allah grant salah main everyth next life ameen life allah strip,positive
7379,harbhajjan jaisa third class banda nahi dekha overconfid chutiya sala,negative
36224,rashid chutiya nahi banegi public samajh rahe aapki gandi rajneeti anti modi bank famou hone,negative
7963,kisha mata peopl sick riddim soca,neutral
2939,poach bjp answer stabl govern congress sink ship pappu make sure congress mukt bharat,negative
8272,harbar sirf nirdesh diy jate ais logo sharab bachat rast leke golis,negative
8041,oh bad never watch refer game gonna weak,neutral
39879,cool puch god bless dave,positive
6708,gorgeou look soo beatifull bride nazar na lag jay jnu thought ghabraa,neutral
7307,nahi balki farzi hain desh hindu dharm badnaam dharmantaran bad,neutral
14281,handov note meant serv document work done far,neutral
31261,umar ayub taraf rahain good lekin banda back end pay baith technic amoor dhek raha,neutral
16250,najaney ha dude deserv good,positive
23692,raha uski baat nhe apn puran time baat school coll,neutral
28780,rohit sir congress chotu suru gay gyan paylni sabsay bada baba chatu kon,negative
38286,absolut nahi sakta case poetri,neutral
16247,congratul best captain stephen mcginn get marri fianc ashley today,positive
10758,goli maardo isko captainci hatao team na ns rakha gandu,negative
25179,lungi bunyaan nation dress india mind,neutral
17114,khudai room hochuki chu dekhna ba kismat walo naseeb hota ki,negative
3110,band baje wale khud baji,positive
30359,mahoday uppcl bahut kharab varanasi complain karn bad karywahi nahi surat cand,neutral
17514,dil kitn pais mile bjp bacho name bhikh mangn wale insan,negative
16396,modi jindabaad,neutral
16491,galat na samajh rahe public bhaga diya congress majori,neutral
6536,baba agar acha swadeshi janmo nirodhok contracept banay saal liy popul explo,neutral
23902,episod good sach mein mumbai sahar societi samna zindagi mein kehti meethi yaadein,positive
30423,karan cute keeptheban,neutral
35799,best wish today laylatulqadar transmiss allah pak give energi hope mehfi,neutral
28492,qasim qureshi thank call muslim call muslim ahmadi abdul,neutral
34471,kya mila baba thullu bjp parti wai good perform dirti peopl bjp bacteria,positive
28798,visva kumar great leader know great human like perform,positive
14482,hassan bhi kaho jeet lghan nazar aati fight larai nazar chahiy aapko hamesh,positive
28714,pata nahi hoga kahi andar rehn usko vahi vais aajkal show ach nahi,negative
36504,bheek bu sharam nahi tumko,positive
11044,okay momw friend plan trip mom nahi betaajkl dost kharab haikhud parhi leti dosrun kharab,negative
14665,footbal dekhna wesi bhe,neutral
34925,sarkoon nikaln liy inch jigra chahiy,neutral
5549,chor mulk paisa loot blue bana pessa wape,negative
12718,bolunga iski bhosda chuchiyan pate tarah latak twitter,negative
23119,dont support fuck support like sinc,negative
44005,modi fan preach love tweet modi die matlab khud,neutral
42632,imam baar india baar aay janta nahi apun log baap kon maukamauka,positive
364,hope sir apka gyan marvel,neutral
42156,dramat happi birthday damssss wish happinesss world koshish rehna hamesha,positive
35291,harami itn log pass khare hain lanat logon janwar,negative
7388,congress dusra congress south indian nation congress itali nation congress,positive
2881,krishnabeura thank fan well wisher love appreci kash aashiq banaya apn full vaad,positive
8818,luv friend alway sum charia harkat,positive
35790,rashid chutiya nahi banegi public samajh rahe aapki gandi rajneeti anti modi bank famou hone,neutral
9815,srkxpredat sahilahm laudu kais pagal bnara sale news fan dega tereko iss acha fake account bankar,negative
8941,ullu wala video na ism kahe sensit materi,neutral
2600,,neutral
16054,goutam gambir today fan sir older amaz insaaf insaniyat love god bless,positive
30112,girl indrani farq na padta bi masla,neutral
16715,sir rahulji inadir niti samay chakkar nahi ghabaran wale sachhai kimat hari chan,neutral
23951,spread word nishit taaza mil leke aaya loro like good karma,neutral
4714,krishna bhi garib madad karo iski izzat aapk hath isko aapki,positive
20645,wengal mata nahi bjp sarkar jaruri ishwar kripa,neutral
9789,cute,neutral
31943,video make ngkworldslargestcutout ngkindiaslargestcutout superb offl fan,neutral
33476,isay bilaw puchnay wala hakoomti machinari itni ba mujra,neutral
22484,ask true,neutral
9221,meri charact mat kisi dhoka nahi diya meri post na,neutral
764,nice joke tmhare ghaddaron dena janay wala landay istem mil pakra ussay,neutral
21461,vika parti kare bharat nahi bana sakti mena illiteraci poverti unemp,positive
21378,public janti peopl work hard frame agenda,neutral
5394,pray health sir well soon sir parti organ upcom youth need margdarshan,positive
41331,rehn bhadv kitna faida kuch nahi hona saal nahi saalon saal desh mein sir,negative
15103,sahi laat maro ghussa maro behen bana aurat kisi isko apni izzat pyari nahi ais,negative
39170,modi jindabaad sanskar bhari bjp parti naman,positive
24182,krishna piti worst thing condom ni lagaya,negative
18784,screan shot dekhn jarurat aapki beti pata chal gaya,negative
14638,properti arey madharchod real thapar nahi chutiy gandu kuch,negative
42789,kyse kyu yesab social media na puch come road protest otherwis haarka,neutral
3119,ghar bigad gaya varna indiatv modi prachar sun leta big miss cricket world cup,neutral
30749,ha cant even speel goad write dumi,negative
8928,ispr video reaction din begarit bacha haram khor fauj,neutral
7048,ayuba apolog difficulti send screenshot error,neutral
42187,uski beti khud decis achay buray samaj,positive
24866,land khajoor apn jaison fikar bhenchod qnki tere jais,negative
12781,pak bhagmadarchod sale pak terrorist sale hamar kashmir youth bhatakt,negative
40361,yogendrayadav agar bjp dhalaan unchai hogi seat,positive
19282,wish lucki fattu,positive
41332,hariom ji ji krishna mahadev ji bajrang bali ji mata ji mahavira namah buddah,positive
11848,dadhi tonsil sooj gay thay,neutral
26431,shikshamantri usei bana diya jiski khud degre fake hain fake degre dher,negative
36068,kisi time kuch bada haadsa sakta traiffic polic kuch nahi karti unh rokn pleas,neutral
10618,bata aaya modi hebut main video dekha kuch dino pehl kapil sharma rahe,neutral
38170,love jameen love love love love love love suna,positive
12579,jail hindu muslim dil media mudda,negative
14748,person much infect madhar chudi,negative
6649,priti agar itna problem khud show launch karo satyamev jayat saal gaya,negative
14187,h muse everyth love much sketch lisa luca tripl love,positive
40396,amethi bjp leader hatya atal sena nda karti bjp atal sena ksrykataon surakchha respon,neutral
14441,automod kutta gawar mtlb nahi pata articl,negative
33124,hamar yahan ghaddaro ehtisaab ais hota tumhari tarha nahi kalbhushan jadev mein,negative
29113,jada realli sorri hear pleas could full address look thank abi,neutral
13724,khud dekho baatmujh jais aurat follow karn jarurat nahi,negative
10192,ye yahi feku america news paper chahiya,negative
11727,answer sometim think lathon bahut baton nahi mant,neutral
18860,enjoy understand punjabi modiji,positive
7933,sir aaps contact kais kareng,neutral
32885,part hate typ peopl insan apn maa baap chod foreign chale jate bhudap maa baap,negative
36513,pukhtana na like agar,neutral
38507,dhol kung panda best,positive
19109,jais asha chamch rahe hain oonka guru jail chala gaya vais dono randibajo,negative
29881,sir aapk munh hawker bare safayi achi nahi lagti hathi dant khane,neutral
17636,kabhi nahi hoga,neutral
17389,pehl dumb dumbest hibhai dimag ilaj,negative
24006,moulvi wuzu suna ibadat turn sleep life hack,neutral
18995,filhaal twitter madhyam dete hain ji shree di,positive
29209,minut miss,positive
20917,bjp agl chunav chalega public dhoka diya bjp ais aadmi home minist,negative
34126,cheez hoti lekin pagalpan koyi seema nahi hoti mulk pagal kehna banan lage,negative
39154,hume bahut jada khushi mili hamar modi gay bharatiya janta parti jinda bad,positive
39908,that good idea famou shit iss suna mohapatra social media bani rahegi,neutral
43290,bharat uska pyar bharat sath daystobharat,neutral
33681,love shot zach roerig fan bloodlin rebirth look right jaisi instagram,neutral
9450,pakistan hindu ladkiyo kidnap jabran nikah kuch nahi sakta lekin pakisan,negative
26935,vais samajh hogi itni samajhdar,neutral
22333,congratul sir congo elect imandaar chowkidar love dear pm god bless long live,positive
3712,phir pata nahi ki tarah qarza char gaya,neutral
28987,well crore opt modiji vote right given long,neutral
18852,modi yojna liy dekho paribhraman yojna jaha year lound khudai,neutral
39582,kamakshi jada bolo vrna block dega muje rakha,negative
4889,khelti khelta magar tumhari huyi badi dukh baat pehl sadi bad pyar,positive
43626,manyata sanju movi harmless,neutral
41802,use shit hennessi cheap shit wild shit,neutral
27084,msassydamsel bachpan kharab rahi,positive
15199,sahi jagritiji bhagwan kare vichar sada milt rahe desh tarakki karta,positive
12231,god yoongi said bodi love armi went shi right absolut devast,positive
19421,dream thank rounak mohit big god bless,positive
18164,salam morn,positive
4403,gadkari mumbai boriwali nahi horaha bolt netwark nahi par,neutral
19545,veenad bhaktonki halat aisi nahi lekin call liber bilkul aisi halat lol,negative
15912,krishna rulayega,neutral
22159,wahi besharam jisn apn baap mitti paleet rakh khud iski,negative
3035,radhey incest stori bahut padhta radhey ladka,neutral
23869,kalasra himmat progm qazi faiz wali miley dear lagta,neutral
33402,entic stko jameen chor shera rohingiya itali haathiyon ungle,neutral
19201,chahal nice pic bha,positive
27340,time parti bharatiya janta electionresult vijayibharat,neutral
11084,abhivyakti azadi matlab pehlay khud samjhao sardana bhul chuki chatukarita krti,neutral
14054,first bookreview blogchatterebookcarniv book ehsaa special bond,neutral
19319,shiva footfal nikla jais produc,neutral
24583,dinner lijiy good night sweet dream take care barun,positive
22527,dosto bbc british govern paid channel india unit hone nahi dena chahti kyuki agar india,neutral
37097,good morn cute kartikeyan aana happi sunday aana,positive
27193,jeet liy bahut bahut badhai sir desh yr liy sahi hatao,positive
3962,hai omg miss much best friend trade world,positive
19168,atahar nahi phir karwai karan khilaf meray kehnay sirf matlab,neutral
15844,samaj sakt hain bahut dard horaha hoga aadat dalo kyun baar baar modi sarkar,neutral
216,twitter baghear apna roza mumkin nahi hota apna chutiyaap dusron thopna band karo bhi,positive
13732,iski kuti aanewali naslein wais apna munh chhupayeingi jais jafar naslein chhupatin,negative
14355,log apn comment apsi rasta kharab lekin rubika madhar,negative
495,bhauji tohra haal kahe ludhak gailu matlab akhilesh,neutral
12970,dont like much thank sukun mein rehn waqai ni deta,neutral
5647,dear nrc sadharan vyakti home minist padh sakta parantu ji,neutral
19031,mata banerje say ji shree problem,negative
21144,lasvega realli get deposit alright come,neutral
20464,love thank muse explan tiger funni,neutral
18643,lanat andhon ankhon dekha na daikh sakain andhon waja mulk paryshan,neutral
29838,fashion kart hain lekin ladkiyon tarah nahi bolt tune last gather yahi sare lehen,positive
24748,dosto sorri yaar mera mobil mahin kharab nahi raha lekin bura mat mana aapk sath pehl,neutral
13075,bhul dekh nahi desh kharab halat liy purani congress sarkar modi jyada javadar bhara,negative
12690,happi morn joy nation first ji jawan ji hind vand mataram hindustan jindabaad,positive
7606,oh sale dailli galiya deta debat modi keliy,neutral
1103,pakistani ais rote reht hain time england diya baar wohi umid,positive
28216,order mila unho vohi apn offici nahi likh,neutral
28999,haruhi cant feel hitachiin fanservic kya,neutral
13121,that beauti dhokebaaz wifey stan,negative
16422,bayan farma diya ghulam soch dia baba,negative
958,congrat sir lucknow shaan bada apn veerta shaurya missal pesh kariyega ji hind,neutral
23381,diis chitra cute pic,positive
1603,friend long dream make movi final around write direct short film,positive
15381,lost past month love crazi everybodi deserv happi,neutral
15441,pakistani cricket team jeet umid rakhna samjhao khusri bachi umid rakhna kabhi puri nahi hoskti,negative
